orcid,username,ufirstname,ulastname,uemail,ucity,ucountry,uinstitution,udepartment,phone1,cid,cfullname,cstartdate,cenddate,cshortname,cfacultad,course_uri
0000-0000-0000-0526,user526,NombreUsuario526,Apellido526,user526@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729526,592,curso #526,1596547181,1603547181,curso#526,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=592
0000-0000-0000-0527,user527,NombreUsuario527,Apellido527,user527@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729527,593,curso #527,1596547181,1603547181,curso#527,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=593
0000-0000-0000-0528,user528,NombreUsuario528,Apellido528,user528@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729528,594,curso #528,1596547181,1603547181,curso#528,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=594
0000-0000-0000-0529,user529,NombreUsuario529,Apellido529,user529@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729529,595,curso #529,1596547182,1603547182,curso#529,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=595
0000-0000-0000-0530,user530,NombreUsuario530,Apellido530,user530@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729530,596,curso #530,1596547182,1603547182,curso#530,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=596
0000-0000-0000-0531,user531,NombreUsuario531,Apellido531,user531@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729531,597,curso #531,1596547183,1603547183,curso#531,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=597
0000-0000-0000-0532,user532,NombreUsuario532,Apellido532,user532@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729532,598,curso #532,1596547183,1603547183,curso#532,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=598
0000-0000-0000-0533,user533,NombreUsuario533,Apellido533,user533@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729533,599,curso #533,1596547183,1603547183,curso#533,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=599
0000-0000-0000-0534,user534,NombreUsuario534,Apellido534,user534@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729534,600,curso #534,1596547184,1603547184,curso#534,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=600
0000-0000-0000-0535,user535,NombreUsuario535,Apellido535,user535@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729535,601,curso #535,1596547184,1603547184,curso#535,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=601
0000-0000-0000-0536,user536,NombreUsuario536,Apellido536,user536@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729536,602,curso #536,1596547184,1603547184,curso#536,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=602
0000-0000-0000-0537,user537,NombreUsuario537,Apellido537,user537@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729537,603,curso #537,1596547185,1603547185,curso#537,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=603
0000-0000-0000-0538,user538,NombreUsuario538,Apellido538,user538@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729538,604,curso #538,1596547185,1603547185,curso#538,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=604
0000-0000-0000-0539,user539,NombreUsuario539,Apellido539,user539@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729539,605,curso #539,1596547185,1603547185,curso#539,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=605
0000-0000-0000-0540,user540,NombreUsuario540,Apellido540,user540@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729540,606,curso #540,1596547186,1603547186,curso#540,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=606
0000-0000-0000-0541,user541,NombreUsuario541,Apellido541,user541@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729541,607,curso #541,1596547186,1603547186,curso#541,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=607
0000-0000-0000-0542,user542,NombreUsuario542,Apellido542,user542@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729542,608,curso #542,1596547187,1603547187,curso#542,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=608
0000-0000-0000-0543,user543,NombreUsuario543,Apellido543,user543@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729543,609,curso #543,1596547187,1603547187,curso#543,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=609
0000-0000-0000-0544,user544,NombreUsuario544,Apellido544,user544@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729544,610,curso #544,1596547187,1603547187,curso#544,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=610
0000-0000-0000-0545,user545,NombreUsuario545,Apellido545,user545@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729545,611,curso #545,1596547188,1603547188,curso#545,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=611
0000-0000-0000-0546,user546,NombreUsuario546,Apellido546,user546@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729546,612,curso #546,1596547188,1603547188,curso#546,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=612
0000-0000-0000-0547,user547,NombreUsuario547,Apellido547,user547@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729547,613,curso #547,1596547188,1603547188,curso#547,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=613
0000-0000-0000-0548,user548,NombreUsuario548,Apellido548,user548@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729548,614,curso #548,1596547189,1603547189,curso#548,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=614
0000-0000-0000-0549,user549,NombreUsuario549,Apellido549,user549@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729549,615,curso #549,1596547189,1603547189,curso#549,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=615
0000-0000-0000-0550,user550,NombreUsuario550,Apellido550,user550@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729550,616,curso #550,1596547189,1603547189,curso#550,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=616
0000-0000-0000-0551,user551,NombreUsuario551,Apellido551,user551@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729551,617,curso #551,1596547190,1603547190,curso#551,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=617
0000-0000-0000-0552,user552,NombreUsuario552,Apellido552,user552@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729552,618,curso #552,1596547190,1603547190,curso#552,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=618
0000-0000-0000-0553,user553,NombreUsuario553,Apellido553,user553@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729553,619,curso #553,1596547190,1603547190,curso#553,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=619
0000-0000-0000-0554,user554,NombreUsuario554,Apellido554,user554@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729554,620,curso #554,1596547191,1603547191,curso#554,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=620
0000-0000-0000-0555,user555,NombreUsuario555,Apellido555,user555@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729555,621,curso #555,1596547191,1603547191,curso#555,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=621
0000-0000-0000-0556,user556,NombreUsuario556,Apellido556,user556@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729556,622,curso #556,1596547191,1603547191,curso#556,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=622
0000-0000-0000-0557,user557,NombreUsuario557,Apellido557,user557@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729557,623,curso #557,1596547192,1603547192,curso#557,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=623
0000-0000-0000-0558,user558,NombreUsuario558,Apellido558,user558@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729558,624,curso #558,1596547192,1603547192,curso#558,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=624
0000-0000-0000-0559,user559,NombreUsuario559,Apellido559,user559@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729559,625,curso #559,1596547192,1603547192,curso#559,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=625
0000-0000-0000-0560,user560,NombreUsuario560,Apellido560,user560@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729560,626,curso #560,1596547193,1603547193,curso#560,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=626
0000-0000-0000-0561,user561,NombreUsuario561,Apellido561,user561@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729561,627,curso #561,1596547193,1603547193,curso#561,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=627
0000-0000-0000-0562,user562,NombreUsuario562,Apellido562,user562@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729562,628,curso #562,1596547194,1603547194,curso#562,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=628
0000-0000-0000-0563,user563,NombreUsuario563,Apellido563,user563@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729563,629,curso #563,1596547194,1603547194,curso#563,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=629
0000-0000-0000-0564,user564,NombreUsuario564,Apellido564,user564@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729564,630,curso #564,1596547194,1603547194,curso#564,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=630
0000-0000-0000-0565,user565,NombreUsuario565,Apellido565,user565@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729565,631,curso #565,1596547195,1603547195,curso#565,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=631
0000-0000-0000-0566,user566,NombreUsuario566,Apellido566,user566@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729566,632,curso #566,1596547195,1603547195,curso#566,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=632
0000-0000-0000-0567,user567,NombreUsuario567,Apellido567,user567@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729567,633,curso #567,1596547195,1603547195,curso#567,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=633
0000-0000-0000-0568,user568,NombreUsuario568,Apellido568,user568@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729568,634,curso #568,1596547196,1603547196,curso#568,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=634
0000-0000-0000-0569,user569,NombreUsuario569,Apellido569,user569@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729569,635,curso #569,1596547197,1603547197,curso#569,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=635
0000-0000-0000-0570,user570,NombreUsuario570,Apellido570,user570@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729570,636,curso #570,1596547197,1603547197,curso#570,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=636
0000-0000-0000-0571,user571,NombreUsuario571,Apellido571,user571@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729571,637,curso #571,1596547197,1603547197,curso#571,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=637
0000-0000-0000-0572,user572,NombreUsuario572,Apellido572,user572@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729572,638,curso #572,1596547198,1603547198,curso#572,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=638
0000-0000-0000-0573,user573,NombreUsuario573,Apellido573,user573@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729573,639,curso #573,1596547198,1603547198,curso#573,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=639
0000-0000-0000-0574,user574,NombreUsuario574,Apellido574,user574@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729574,640,curso #574,1596547198,1603547198,curso#574,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=640
0000-0000-0000-0575,user575,NombreUsuario575,Apellido575,user575@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729575,641,curso #575,1596547199,1603547199,curso#575,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=641
0000-0000-0000-0576,user576,NombreUsuario576,Apellido576,user576@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729576,642,curso #576,1596547199,1603547199,curso#576,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=642
0000-0000-0000-0577,user577,NombreUsuario577,Apellido577,user577@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729577,643,curso #577,1596547199,1603547199,curso#577,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=643
0000-0000-0000-0578,user578,NombreUsuario578,Apellido578,user578@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729578,644,curso #578,1596547200,1603547200,curso#578,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=644
0000-0000-0000-0579,user579,NombreUsuario579,Apellido579,user579@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729579,645,curso #579,1596547200,1603547200,curso#579,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=645
0000-0000-0000-0580,user580,NombreUsuario580,Apellido580,user580@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729580,646,curso #580,1596547201,1603547201,curso#580,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=646
0000-0000-0000-0581,user581,NombreUsuario581,Apellido581,user581@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729581,647,curso #581,1596547201,1603547201,curso#581,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=647
0000-0000-0000-0582,user582,NombreUsuario582,Apellido582,user582@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729582,648,curso #582,1596547202,1603547202,curso#582,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=648
0000-0000-0000-0583,user583,NombreUsuario583,Apellido583,user583@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729583,649,curso #583,1596547202,1603547202,curso#583,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=649
0000-0000-0000-0584,user584,NombreUsuario584,Apellido584,user584@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729584,650,curso #584,1596547203,1603547203,curso#584,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=650
0000-0000-0000-0585,user585,NombreUsuario585,Apellido585,user585@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729585,651,curso #585,1596547203,1603547203,curso#585,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=651
0000-0000-0000-0586,user586,NombreUsuario586,Apellido586,user586@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729586,652,curso #586,1596547203,1603547203,curso#586,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=652
0000-0000-0000-0587,user587,NombreUsuario587,Apellido587,user587@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729587,653,curso #587,1596547204,1603547204,curso#587,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=653
0000-0000-0000-0588,user588,NombreUsuario588,Apellido588,user588@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729588,654,curso #588,1596547204,1603547204,curso#588,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=654
0000-0000-0000-0589,user589,NombreUsuario589,Apellido589,user589@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729589,655,curso #589,1596547205,1603547205,curso#589,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=655
0000-0000-0000-0590,user590,NombreUsuario590,Apellido590,user590@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729590,656,curso #590,1596547205,1603547205,curso#590,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=656
0000-0000-0000-0591,user591,NombreUsuario591,Apellido591,user591@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729591,657,curso #591,1596547205,1603547205,curso#591,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=657
0000-0000-0000-0592,user592,NombreUsuario592,Apellido592,user592@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729592,658,curso #592,1596547206,1603547206,curso#592,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=658
0000-0000-0000-0593,user593,NombreUsuario593,Apellido593,user593@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729593,659,curso #593,1596547206,1603547206,curso#593,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=659
0000-0000-0000-0594,user594,NombreUsuario594,Apellido594,user594@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729594,660,curso #594,1596547207,1603547207,curso#594,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=660
0000-0000-0000-0595,user595,NombreUsuario595,Apellido595,user595@uclv.cu,Santa Clara,CU,Universidad de las Villas,Humanidades,5809729595,661,curso #595,1596547207,1603547207,curso#595,Primer Periodo,https://moodleredtic.uclv.cu/course/view.php?id=661
